ano,legislatura,anolegislatura,uf,partido,tipo,representatividade,distancia,vagas,eleitores,cota,valor
2019,56,1,AC,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8,2246,8,547680,44260.60,2639.61
2022,56,4,AC,PDT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,28,2246,8,547680,44260.60,12000.00
2020,56,2,AC,PCdoB,ASSESSORIA TÉCNICA/JURÍDICA,10,2246,8,547680,44260.60,19900.00
2019,56,1,AC,UNIÃO,LOCAÇÃO DE AUTOMÓVEIS,52,2246,8,547680,44260.60,50058.33
2020,56,2,AC,REPUBLICANOS,LOCAÇÃO DE AUTOMÓVEIS,30,2246,8,547680,44260.60,58682.58
2023,56,5,AC,PROS,COMBUSTÍVEIS E LUBRIFICANTES,8,2246,8,547680,44260.60,5964.96
2020,56,2,AC,PT,PASSAGEM AÉREA,54,2246,8,547680,44260.60,21919.68
2022,56,4,AC,PT,DIVULGAÇÃO MANDATO,54,2246,8,547680,44260.60,143500.00
2019,56,1,AC,PDT,LOCAÇÃO DE AUTOMÓVEIS,28,2246,8,547680,44260.60,54480.14
2020,56,2,AC,MDB,TELEFONIA,34,2246,8,547680,44260.60,21994.30
2020,56,2,AC,UNIÃO,DIVULGAÇÃO MANDATO,52,2246,8,547680,44260.60,188700.00
2019,56,1,AC,REPUBLICANOS,PASSAGEM AÉREA,30,2246,8,547680,44260.60,71658.05
2019,56,1,AC,PDT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,28,2246,8,547680,44260.60,151.32
2020,56,2,AC,PCdoB,TELEFONIA,10,2246,8,547680,44260.60,10212.83
2020,56,2,AC,PT,TELEFONIA,54,2246,8,547680,44260.60,2.83
2022,56,4,AC,UNIÃO,TELEFONIA,52,2246,8,547680,44260.60,4981.57
2022,56,4,AC,REPUBLICANOS,PASSAGEM AÉREA,30,2246,8,547680,44260.60,42048.34
2022,56,4,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,34,2246,8,547680,44260.60,56780.65
2019,56,1,AC,MDB,TELEFONIA,34,2246,8,547680,44260.60,34834.09
2022,56,4,AC,MDB,ASSESSORIA TÉCNICA/JURÍDICA,34,2246,8,547680,44260.60,135424.00
2022,56,4,AC,PROS,ASSESSORIA TÉCNICA/JURÍDICA,8,2246,8,547680,44260.60,204000.00
2019,56,1,AC,UNIÃO,COMBUSTÍVEIS E LUBRIFICANTES,52,2246,8,547680,44260.60,47087.19
2021,56,3,AC,UNIÃO,TELEFONIA,52,2246,8,547680,44260.60,8358.94
2020,56,2,AC,REPUBLICANOS,DIVULGAÇÃO MANDATO,30,2246,8,547680,44260.60,239960.00
2020,56,2,AC,MDB,DIVULGAÇÃO MANDATO,34,2246,8,547680,44260.60,906918.97
2019,56,1,AC,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,30,2246,8,547680,44260.60,42755.20
2019,56,1,AC,PDT,TELEFONIA,28,2246,8,547680,44260.60,7903.81
2022,56,4,AC,MDB,TELEFONIA,34,2246,8,547680,44260.60,26794.45
2023,56,5,AC,MDB,ASSESSORIA TÉCNICA/JURÍDICA,34,2246,8,547680,44260.60,39559.30
2019,56,1,AC,PROS,MANUTENÇÃO DE ESCRITÓRIO,8,2246,8,547680,44260.60,60009.65
2021,56,3,AC,UNIÃO,ASSESSORIA TÉCNICA/JURÍDICA,52,2246,8,547680,44260.60,85250.00
2020,56,2,AC,REPUBLICANOS,PASSAGEM AÉREA,30,2246,8,547680,44260.60,42050.14
2023,56,5,AC,UNIÃO,TELEFONIA,52,2246,8,547680,44260.60,4.15
2022,56,4,AC,UNIÃO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,2246,8,547680,44260.60,5512.50
2016,55,2,AC,DEM,SERVIÇOS POSTAIS,21,2246,8,506724,44260.60,1938.03
2016,55,2,AC,PSDB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,54,2246,8,506724,44260.60,3503.73
2018,55,4,AC,DEM,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,21,2246,8,506724,44260.60,1412.37
2016,55,2,AC,PT,PASSAGEM AÉREA,68,2246,8,506724,44260.60,457765.54
2016,55,2,AC,PT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,68,2246,8,506724,44260.60,6273.91
2016,55,2,AC,PT,SERVIÇOS POSTAIS,68,2246,8,506724,44260.60,7238.51
2017,55,3,AC,PSB,PASSAGEM AÉREA,34,2246,8,506724,44260.60,281858.94
2016,55,2,AC,MDB,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",65,2246,8,506724,44260.60,22.00
2016,55,2,AC,DEM,LOCAÇÃO OU FRETAMENTO DE AERONAVES,21,2246,8,506724,44260.60,5000.00
2018,55,4,AC,PSB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,2246,8,506724,44260.60,2383.99
2016,55,2,AC,PT,ASSESSORIA TÉCNICA/JURÍDICA,68,2246,8,506724,44260.60,5250.00
2018,55,4,AC,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,2246,8,506724,44260.60,57699.27
2016,55,2,AC,PSDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,2246,8,506724,44260.60,10762.59
2017,55,3,AC,PCdoB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,2246,8,506724,44260.60,55340.00
2016,55,2,AC,PSDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,2246,8,506724,44260.60,417.00
2017,55,3,AC,PCdoB,PASSAGEM AÉREA,10,2246,8,506724,44260.60,168834.92
2018,55,4,AC,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,2246,8,506724,44260.60,25805.20
2016,55,2,AC,PCdoB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,2246,8,506724,44260.60,49069.55
2019,55,5,AC,MDB,ASSESSORIA TÉCNICA/JURÍDICA,65,2246,8,506724,44260.60,15000.00
2015,55,1,AC,MDB,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,65,2246,8,506724,44260.60,3000.00
2017,55,3,AC,MDB,TELEFONIA,65,2246,8,506724,44260.60,39161.11
2015,55,1,AC,MDB,SERVIÇOS POSTAIS,65,2246,8,506724,44260.60,10455.72
2018,55,4,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,2246,8,506724,44260.60,39218.31
2019,55,5,AC,PT,MANUTENÇÃO DE ESCRITÓRIO,68,2246,8,506724,44260.60,4564.72
2019,55,5,AC,DEM,PASSAGEM AÉREA,21,2246,8,506724,44260.60,4063.56
2016,55,2,AC,PSDB,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS",54,2246,8,506724,44260.60,128.80
2019,55,5,AC,PSD,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,36,2246,8,506724,44260.60,364.84
2016,55,2,AC,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,2246,8,506724,44260.60,59819.97
2018,55,4,AC,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,2246,8,506724,44260.60,1500.00
2016,55,2,AC,PSB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,506724,44260.60,94755.96
2019,55,5,AC,REPUBLICANOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",21,2246,8,506724,44260.60,746.00
2019,55,5,AC,PT,LOCAÇÃO DE AUTOMÓVEIS,68,2246,8,506724,44260.60,10383.00
2016,55,2,AC,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,2246,8,506724,44260.60,20000.00
2019,55,5,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,2246,8,506724,44260.60,4644.17
2017,55,3,AC,MDB,PASSAGEM AÉREA,65,2246,8,506724,44260.60,324520.15
2018,55,4,AC,PT,PASSAGEM AÉREA,68,2246,8,506724,44260.60,410176.43
2017,55,3,AC,PT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,68,2246,8,506724,44260.60,6094.87
2015,55,1,AC,PSDB,PASSAGEM AÉREA,54,2246,8,506724,44260.60,172964.60
2015,55,1,AC,PSB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,2246,8,506724,44260.60,8370.34
2017,55,3,AC,PSB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,34,2246,8,506724,44260.60,12000.00
2016,55,2,AC,DEM,PASSAGEM AÉREA,21,2246,8,506724,44260.60,94953.01
2017,55,3,AC,PSDB,COMBUSTÍVEIS E LUBRIFICANTES,54,2246,8,506724,44260.60,48832.47
2015,55,1,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,65,2246,8,506724,44260.60,38830.34
2017,55,3,AC,PSB,SERVIÇOS POSTAIS,34,2246,8,506724,44260.60,1362.36
2018,55,4,AC,PT,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",68,2246,8,506724,44260.60,2826.09
2016,55,2,AC,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",68,2246,8,506724,44260.60,19481.04
2016,55,2,AC,PSDB,TELEFONIA,54,2246,8,506724,44260.60,17552.88
2019,55,5,AC,MDB,COMBUSTÍVEIS E LUBRIFICANTES,65,2246,8,506724,44260.60,10820.08
2018,55,4,AC,PSB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",34,2246,8,506724,44260.60,150.00
2015,55,1,AC,MDB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",65,2246,8,506724,44260.60,6599.00
2018,55,4,AC,MDB,SERVIÇOS POSTAIS,65,2246,8,506724,44260.60,4887.20
2016,55,2,AC,PSDB,PASSAGEM AÉREA,54,2246,8,506724,44260.60,203176.74
2017,55,3,AC,DEM,ASSESSORIA TÉCNICA/JURÍDICA,21,2246,8,506724,44260.60,43875.00
2017,55,3,AC,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,2246,8,506724,44260.60,4165.88
2015,55,1,AC,MDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,65,2246,8,506724,44260.60,46700.00
2017,55,3,AC,DEM,TELEFONIA,21,2246,8,506724,44260.60,8121.25
2016,55,2,AC,PSB,PASSAGEM AÉREA,34,2246,8,506724,44260.60,178981.42
2018,55,4,AC,PSB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,506724,44260.60,120177.50
2017,55,3,AC,PSDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,2246,8,506724,44260.60,9658.77
2015,55,1,AC,DEM,ASSINATURA DE PUBLICAÇÕES,21,2246,8,506724,44260.60,1350.00
2016,55,2,AC,DEM,MANUTENÇÃO DE ESCRITÓRIO,21,2246,8,506724,44260.60,28403.88
2015,55,1,AC,DEM,LOCAÇÃO DE AUTOMÓVEIS,21,2246,8,506724,44260.60,36412.52
2015,55,1,AC,PSDB,DIVULGAÇÃO MANDATO,54,2246,8,506724,44260.60,165993.33
2019,55,5,AC,PT,TELEFONIA,68,2246,8,506724,44260.60,1847.56
2016,55,2,AC,PSB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,34,2246,8,506724,44260.60,9053.68
2017,55,3,AC,PCdoB,DIVULGAÇÃO MANDATO,10,2246,8,506724,44260.60,182800.00
2017,55,3,AC,PT,ASSINATURA DE PUBLICAÇÕES,68,2246,8,506724,44260.60,6789.12
2015,55,1,AC,DEM,COMBUSTÍVEIS E LUBRIFICANTES,21,2246,8,506724,44260.60,49738.66
2015,55,1,AC,MDB,DIVULGAÇÃO MANDATO,65,2246,8,506724,44260.60,287890.00
2020,56,2,AC,PROS,DIVULGAÇÃO MANDATO,8,2246,8,547680,44260.60,287300.00
2022,56,4,AC,MDB,SERVIÇOS POSTAIS,34,2246,8,547680,44260.60,637.07
2021,56,3,AC,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,2246,8,547680,44260.60,56557.06
2022,56,4,AC,PCdoB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,2246,8,547680,44260.60,1590.55
2022,56,4,AC,PCdoB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,2246,8,547680,44260.60,2500.00
2020,56,2,AC,PROS,MANUTENÇÃO DE ESCRITÓRIO,8,2246,8,547680,44260.60,256.10
2022,56,4,AC,PDT,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,28,2246,8,547680,44260.60,18000.00
2019,56,1,AC,MDB,DIVULGAÇÃO MANDATO,34,2246,8,547680,44260.60,647217.38
2023,56,5,AC,UNIÃO,ASSESSORIA TÉCNICA/JURÍDICA,52,2246,8,547680,44260.60,7750.00
2023,56,5,AC,PDT,COMBUSTÍVEIS E LUBRIFICANTES,28,2246,8,547680,44260.60,5999.19
2020,56,2,AC,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,2246,8,547680,44260.60,106001.64
2019,56,1,AC,PCdoB,ASSINATURA DE PUBLICAÇÕES,10,2246,8,547680,44260.60,1268.40
2021,56,3,AC,MDB,PASSAGEM AÉREA,34,2246,8,547680,44260.60,135535.38
2021,56,3,AC,PT,DIVULGAÇÃO MANDATO,54,2246,8,547680,44260.60,209424.91
2020,56,2,AC,MDB,PASSAGEM AÉREA,34,2246,8,547680,44260.60,144936.20
2022,56,4,AC,MDB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,547680,44260.60,90514.12
2021,56,3,AC,UNIÃO,SERVIÇOS POSTAIS,52,2246,8,547680,44260.60,1411.04
2020,56,2,AC,REPUBLICANOS,TELEFONIA,30,2246,8,547680,44260.60,907.31
2021,56,3,AC,PT,COMBUSTÍVEIS E LUBRIFICANTES,54,2246,8,547680,44260.60,53126.24
2021,56,3,AC,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,2246,8,547680,44260.60,11429.29
2023,56,5,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,34,2246,8,547680,44260.60,2103.30
2019,56,1,AC,PROS,PASSAGEM AÉREA,8,2246,8,547680,44260.60,74343.75
2021,56,3,AC,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,2246,8,547680,44260.60,3206.54
2021,56,3,AC,MDB,TELEFONIA,34,2246,8,547680,44260.60,25443.05
2020,56,2,AC,MDB,SERVIÇOS POSTAIS,34,2246,8,547680,44260.60,942.95
2021,56,3,AC,PT,SERVIÇOS POSTAIS,54,2246,8,547680,44260.60,505.60
2020,56,2,AC,PROS,TELEFONIA,8,2246,8,547680,44260.60,7863.67
2019,56,1,AC,MDB,PASSAGEM AÉREA,34,2246,8,547680,44260.60,392141.60
2022,56,4,AC,UNIÃO,PASSAGEM AÉREA,52,2246,8,547680,44260.60,72698.29
2023,56,5,AC,PT,MANUTENÇÃO DE ESCRITÓRIO,54,2246,8,547680,44260.60,11145.00
2021,56,3,AC,PT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,54,2246,8,547680,44260.60,122.90
2021,56,3,AC,PROS,PASSAGEM AÉREA,8,2246,8,547680,44260.60,82928.44
2020,56,2,AC,PROS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,2246,8,547680,44260.60,192.50
2021,56,3,AC,MDB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,547680,44260.60,39017.01
2020,56,2,AC,PCdoB,LOCAÇÃO DE AUTOMÓVEIS,10,2246,8,547680,44260.60,70212.28
2022,56,4,AC,PT,ASSINATURA DE PUBLICAÇÕES,54,2246,8,547680,44260.60,54.90
2020,56,2,AC,PDT,DIVULGAÇÃO MANDATO,28,2246,8,547680,44260.60,190590.00
2020,56,2,AC,MDB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",34,2246,8,547680,44260.60,9951.47
2021,56,3,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,34,2246,8,547680,44260.60,8620.20
2021,56,3,AC,PDT,MANUTENÇÃO DE ESCRITÓRIO,28,2246,8,547680,44260.60,10800.00
2022,56,4,AC,UNIÃO,MANUTENÇÃO DE ESCRITÓRIO,52,2246,8,547680,44260.60,19037.52
2022,56,4,AC,MDB,COMBUSTÍVEIS E LUBRIFICANTES,34,2246,8,547680,44260.60,117660.09
2022,56,4,AC,PDT,MANUTENÇÃO DE ESCRITÓRIO,28,2246,8,547680,44260.60,552.30
2020,56,2,AC,MDB,ASSESSORIA TÉCNICA/JURÍDICA,34,2246,8,547680,44260.60,191000.00
2020,56,2,AC,PROS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,8,2246,8,547680,44260.60,9000.00
2019,56,1,AC,PCdoB,"PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",10,2246,8,547680,44260.60,20929.00
2023,56,5,AC,PCdoB,LOCAÇÃO DE AUTOMÓVEIS,10,2246,8,547680,44260.60,8300.00
2019,56,1,AC,REPUBLICANOS,TELEFONIA,30,2246,8,547680,44260.60,5209.44
2022,56,4,AC,PCdoB,LOCAÇÃO DE AUTOMÓVEIS,10,2246,8,547680,44260.60,78200.00
2022,56,4,AC,PROS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,2246,8,547680,44260.60,720.00
2022,56,4,AC,PROS,DIVULGAÇÃO MANDATO,8,2246,8,547680,44260.60,152700.00
2022,56,4,AC,PT,TELEFONIA,54,2246,8,547680,44260.60,22.36
2021,56,3,AC,PDT,ASSESSORIA TÉCNICA/JURÍDICA,28,2246,8,547680,44260.60,16000.00
2020,56,2,AC,REPUBLICANOS,SERVIÇOS POSTAIS,30,2246,8,547680,44260.60,661.52
2022,56,4,AC,PT,LOCAÇÃO DE AUTOMÓVEIS,54,2246,8,547680,44260.60,63000.00
2023,56,5,AC,MDB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,547680,44260.60,905.99
2019,56,1,AC,PROS,COMBUSTÍVEIS E LUBRIFICANTES,8,2246,8,547680,44260.60,50528.77
2019,56,1,AC,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,2246,8,547680,44260.60,98246.97
2019,56,1,AC,MDB,COMBUSTÍVEIS E LUBRIFICANTES,34,2246,8,547680,44260.60,141725.20
2019,56,1,AC,UNIÃO,SERVIÇOS POSTAIS,52,2246,8,547680,44260.60,722.27
2019,56,1,AC,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,2246,8,547680,44260.60,18276.13
2023,56,5,AC,PDT,SERVIÇOS POSTAIS,28,2246,8,547680,44260.60,2580.83
2021,56,3,AC,PT,ASSESSORIA TÉCNICA/JURÍDICA,54,2246,8,547680,44260.60,72000.00
2020,56,2,AC,PDT,MANUTENÇÃO DE ESCRITÓRIO,28,2246,8,547680,44260.60,26394.00
2019,56,1,AC,UNIÃO,PASSAGEM AÉREA,52,2246,8,547680,44260.60,125519.98
2022,56,4,AC,PT,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,54,2246,8,547680,44260.60,251.52
2021,56,3,AC,PCdoB,SERVIÇOS POSTAIS,10,2246,8,547680,44260.60,589.60
2021,56,3,AC,PROS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,8,2246,8,547680,44260.60,45.40
2019,56,1,AC,PDT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,28,2246,8,547680,44260.60,80550.00
2020,56,2,AC,UNIÃO,ASSESSORIA TÉCNICA/JURÍDICA,52,2246,8,547680,44260.60,93750.00
2019,56,1,AC,MDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,34,2246,8,547680,44260.60,2128.00
2019,56,1,AC,MDB,MANUTENÇÃO DE ESCRITÓRIO,34,2246,8,547680,44260.60,39982.44
2020,56,2,AC,REPUBLICANOS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",30,2246,8,547680,44260.60,2098.00
2022,56,4,AC,PT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,54,2246,8,547680,44260.60,1400.00
2021,56,3,AC,PROS,DIVULGAÇÃO MANDATO,8,2246,8,547680,44260.60,176500.00
2022,56,4,AC,PT,MANUTENÇÃO DE ESCRITÓRIO,54,2246,8,547680,44260.60,95106.80
2021,56,3,AC,PT,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,54,2246,8,547680,44260.60,2000.00
2019,56,1,AC,UNIÃO,MANUTENÇÃO DE ESCRITÓRIO,52,2246,8,547680,44260.60,27901.49
2022,56,4,AC,PROS,PASSAGEM AÉREA,8,2246,8,547680,44260.60,129518.44
2022,56,4,AC,UNIÃO,SERVIÇOS POSTAIS,52,2246,8,547680,44260.60,1167.67
2019,56,1,AC,REPUBLICANOS,SERVIÇOS POSTAIS,30,2246,8,547680,44260.60,116.34
2022,56,4,AC,UNIÃO,LOCAÇÃO DE AUTOMÓVEIS,52,2246,8,547680,44260.60,48342.48
2020,56,2,AC,PDT,COMBUSTÍVEIS E LUBRIFICANTES,28,2246,8,547680,44260.60,63719.80
2022,56,4,AC,PT,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",54,2246,8,547680,44260.60,5694.56
2022,56,4,AC,PROS,COMBUSTÍVEIS E LUBRIFICANTES,8,2246,8,547680,44260.60,37757.55
2021,56,3,AC,UNIÃO,COMBUSTÍVEIS E LUBRIFICANTES,52,2246,8,547680,44260.60,31016.00
2020,56,2,AC,PROS,LOCAÇÃO DE AUTOMÓVEIS,8,2246,8,547680,44260.60,14200.00
2020,56,2,AC,PDT,LOCAÇÃO DE AUTOMÓVEIS,28,2246,8,547680,44260.60,66835.96
2023,56,5,AC,MDB,PASSAGEM AÉREA,34,2246,8,547680,44260.60,8300.56
2021,56,3,AC,PDT,SERVIÇOS POSTAIS,28,2246,8,547680,44260.60,6821.06
2023,56,5,AC,PCdoB,MANUTENÇÃO DE ESCRITÓRIO,10,2246,8,547680,44260.60,3848.81
2022,56,4,AC,PT,ASSESSORIA TÉCNICA/JURÍDICA,54,2246,8,547680,44260.60,6000.00
2023,56,5,AC,PCdoB,TELEFONIA,10,2246,8,547680,44260.60,0.04
2023,56,5,AC,PT,TELEFONIA,54,2246,8,547680,44260.60,1.26
2020,56,2,AC,PDT,SERVIÇOS POSTAIS,28,2246,8,547680,44260.60,812.57
2023,56,5,AC,UNIÃO,PASSAGEM AÉREA,52,2246,8,547680,44260.60,6635.17
2023,56,5,AC,PDT,PASSAGEM AÉREA,28,2246,8,547680,44260.60,7413.08
2022,56,4,AC,PT,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,54,2246,8,547680,44260.60,10900.00
2022,56,4,AC,MDB,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,34,2246,8,547680,44260.60,543.00
2022,56,4,AC,REPUBLICANOS,LOCAÇÃO OU FRETAMENTO DE AERONAVES,30,2246,8,547680,44260.60,35000.00
2021,56,3,AC,PCdoB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,10,2246,8,547680,44260.60,10600.00
2023,56,5,AC,PROS,PASSAGEM AÉREA,8,2246,8,547680,44260.60,1954.91
2021,56,3,AC,MDB,COMBUSTÍVEIS E LUBRIFICANTES,34,2246,8,547680,44260.60,91983.03
2022,56,4,AC,REPUBLICANOS,TELEFONIA,30,2246,8,547680,44260.60,1304.02
2020,56,2,AC,UNIÃO,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",52,2246,8,547680,44260.60,1736.00
2021,56,3,AC,MDB,ASSESSORIA TÉCNICA/JURÍDICA,34,2246,8,547680,44260.60,118500.00
2022,56,4,AC,PCdoB,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",10,2246,8,547680,44260.60,9468.68
2022,56,4,AC,MDB,DIVULGAÇÃO MANDATO,34,2246,8,547680,44260.60,868003.19
2022,56,4,AC,PDT,COMBUSTÍVEIS E LUBRIFICANTES,28,2246,8,547680,44260.60,31058.53
2021,56,3,AC,MDB,LOCAÇÃO OU FRETAMENTO DE AERONAVES,34,2246,8,547680,44260.60,25000.00
2020,56,2,AC,PDT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,28,2246,8,547680,44260.60,51060.00
2020,56,2,AC,PT,MANUTENÇÃO DE ESCRITÓRIO,54,2246,8,547680,44260.60,1053.50
2019,56,1,AC,PDT,DIVULGAÇÃO MANDATO,28,2246,8,547680,44260.60,104927.90
2020,56,2,AC,UNIÃO,LOCAÇÃO DE AUTOMÓVEIS,52,2246,8,547680,44260.60,60000.00
2019,56,1,AC,PDT,MANUTENÇÃO DE ESCRITÓRIO,28,2246,8,547680,44260.60,32741.80
2019,56,1,AC,MDB,SERVIÇOS POSTAIS,34,2246,8,547680,44260.60,3109.42
2019,56,1,AC,PROS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",8,2246,8,547680,44260.60,1049.00
2022,56,4,AC,PCdoB,TELEFONIA,10,2246,8,547680,44260.60,9988.22
2021,56,3,AC,PT,LOCAÇÃO DE AUTOMÓVEIS,54,2246,8,547680,44260.60,66500.00
2023,56,5,AC,PDT,TELEFONIA,28,2246,8,547680,44260.60,2.49
2021,56,3,AC,PDT,LOCAÇÃO OU FRETAMENTO DE AERONAVES,28,2246,8,547680,44260.60,50000.00
2021,56,3,AC,MDB,SERVIÇOS POSTAIS,34,2246,8,547680,44260.60,761.70
2020,56,2,AC,PCdoB,DIVULGAÇÃO MANDATO,10,2246,8,547680,44260.60,147040.09
2019,56,1,AC,PCdoB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",10,2246,8,547680,44260.60,2245.30
2020,56,2,AC,REPUBLICANOS,MANUTENÇÃO DE ESCRITÓRIO,30,2246,8,547680,44260.60,56782.15
2023,56,5,AC,PCdoB,DIVULGAÇÃO MANDATO,10,2246,8,547680,44260.60,26650.00
2019,56,1,AC,PDT,SERVIÇOS POSTAIS,28,2246,8,547680,44260.60,1370.69
2019,56,1,AC,UNIÃO,TELEFONIA,52,2246,8,547680,44260.60,4978.14
2020,56,2,AC,REPUBLICANOS,COMBUSTÍVEIS E LUBRIFICANTES,30,2246,8,547680,44260.60,42861.20
2020,56,2,AC,UNIÃO,MANUTENÇÃO DE ESCRITÓRIO,52,2246,8,547680,44260.60,29401.99
2021,56,3,AC,PROS,COMBUSTÍVEIS E LUBRIFICANTES,8,2246,8,547680,44260.60,31748.74
2020,56,2,AC,PROS,ASSESSORIA TÉCNICA/JURÍDICA,8,2246,8,547680,44260.60,84500.00
2021,56,3,AC,PDT,TELEFONIA,28,2246,8,547680,44260.60,8428.05
2021,56,3,AC,PT,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",54,2246,8,547680,44260.60,7933.00
2019,56,1,AC,PCdoB,ASSESSORIA TÉCNICA/JURÍDICA,10,2246,8,547680,44260.60,2400.00
2019,56,1,AC,MDB,LOCAÇÃO DE AUTOMÓVEIS,34,2246,8,547680,44260.60,51149.69
2021,56,3,AC,UNIÃO,DIVULGAÇÃO MANDATO,52,2246,8,547680,44260.60,213200.00
2021,56,3,AC,UNIÃO,LOCAÇÃO OU FRETAMENTO DE AERONAVES,52,2246,8,547680,44260.60,15000.00
