"","ano","uf","partido","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"19460","2015","SE","PSC",13,1292,8,1454165,39767.4,18750.27,"4"
"19402","2015","SE","PSD",36,1292,8,1454165,39767.4,100000,"8"
"19400","2015","SE","PT",68,1292,8,1454165,39767.4,801.55,"7"
"19244","2015","SE","REPUBLICANOS",21,1292,8,1454165,39767.4,1265.12,"1"
"19717","2015","SP","CIDADANIA",10,873,70,31998432,36671.67,2340.66,"1"
"19809","2015","SP","DEM",21,873,70,31998432,36671.67,655.51,"3"
"20472","2015","SP","MDB",65,873,70,31998432,36671.67,35063.43,"7"
"19767","2015","SP","PCdoB",10,873,70,31998432,36671.67,66600,"2"
"19880","2015","SP","PL",34,873,70,31998432,36671.67,96969.81,"2"
"20595","2015","SP","PODEMOS",9,873,70,31998432,36671.67,3488.2,"8"
"20693","2015","SP","PP",38,873,70,31998432,36671.67,12009.3,"8"
"20014","2015","SP","PSB",34,873,70,31998432,36671.67,7834.41,"7"
"20048","2015","SP","PSC",13,873,70,31998432,36671.67,8325.81,"6"
"19947","2015","SP","PSD",36,873,70,31998432,36671.67,4112.67,"4"
"20164","2015","SP","PSDB",54,873,70,31998432,36671.67,67543.22,"3"
"20067","2015","SP","PSL",1,873,70,31998432,36671.67,34671.84,"7"
"20236","2015","SP","PSOL",5,873,70,31998432,36671.67,51498.18,"7"
"20159","2015","SP","PT",68,873,70,31998432,36671.67,84514.51,"5"
"20070","2015","SP","PTB",25,873,70,31998432,36671.67,55197.5,"5"
"20140","2015","SP","PV",8,873,70,31998432,36671.67,97390,"7"
"19992","2015","SP","REPUBLICANOS",21,873,70,31998432,36671.67,8521.62,"4"
"19707","2015","SP","SOLIDARIEDADE",15,873,70,31998432,36671.67,11046.62,"1"
"21554","2015","TO","DEM",21,620,8,996887,39131.75,33645.27,"6"
"21228","2015","TO","MDB",65,620,8,996887,39131.75,15978.83,"3"
"21572","2015","TO","PL",34,620,8,996887,39131.75,51745.23,"7"
"21560","2015","TO","PP",38,620,8,996887,39131.75,5562.51,"3"
"21217","2015","TO","PROS",11,620,8,996887,39131.75,24152.72,"1"
"21573","2015","TO","PSD",36,620,8,996887,39131.75,43801,"2"
"21188","2015","TO","REPUBLICANOS",21,620,8,996887,39131.75,24991.96,"4"
"251","2016","AC","DEM",21,2246,8,506724,44260.6,94953.01,"9"
"35","2016","AC","MDB",65,2246,8,506724,44260.6,3303.25,"4"
