"","ano","mes","legislatura","uf","representatividade","distancia","vagas","eleitores","cota","valor","orig.id"
"20437","2017","5","55","BA",13,1060,39,10185417,38638.99,242.54,"15"
"33287","2017","5","55","CE",34,1687,22,6271554,42079.91,9900,"14"
"37495","2017","5","55","CE",2,1687,22,6271554,42079.91,1445.13,"105"
"41000","2017","5","55","DF",21,0,8,1897677,30416.8,260,"26"
"43986","2017","5","55","ES",65,947,10,2653536,37052.05,3520.83,"28"
"55183","2017","5","55","GO",15,173,17,4331733,35135.2,15000,"86"
"52214","2017","5","55","GO",38,173,17,4331733,35135.2,15792.41,"23"
"58933","2017","5","55","MA",21,1524,18,4497336,41779.83,6000,"61"
"60625","2017","5","55","MA",9,1524,18,4497336,41779.83,10000,"90"
"65055","2017","5","55","MG",68,624,53,15248681,35720.85,65966.48,"30"
"69765","2017","5","55","MG",36,624,53,15248681,35720.85,2073.35,"102"
"70938","2017","5","55","MG",38,624,53,15248681,35720.85,3643,"128"
"83828","2017","5","55","MS",54,878,8,1818937,40170.98,11323.99,"48"
"85112","2017","5","55","MT",21,873,8,2189703,39056.17,595.78,"21"
"94237","2017","5","55","PA",21,1592,17,5188450,41855.59,9825.59,"43"
"95888","2017","5","55","PA",34,1592,17,5188450,41855.59,9980,"81"
"97709","2017","5","55","PB",25,1716,12,2835882,41660.7,225,"12"
"99003","2017","5","55","PB",38,1716,12,2835882,41660.7,595.25,"46"
"114226","2017","5","55","PE",15,1657,25,6356307,41304.94,748.86,"114"
"112926","2017","5","55","PE",15,1657,25,6356307,41304.94,3094.81,"87"
"117534","2017","5","55","PI",65,1313,10,2345694,40599.91,10000,"40"
"121562","2017","5","55","PR",65,1081,30,7865950,38500,737.14,"33"
"122193","2017","5","55","PR",13,1081,30,7865950,38500,17000,"46"
"122385","2017","5","55","PR",20,1081,30,7865950,38500,579.45,"52"
"135277","2017","5","55","RJ",20,933,46,12141145,35388.11,1975,"53"
"136749","2017","5","55","RJ",5,933,46,12141145,35388.11,8000,"82"
"135978","2017","5","55","RJ",5,933,46,12141145,35388.11,4846.73,"68"
"150401","2017","5","55","RN",34,1775,8,2327451,42360.13,1702.71,"36"
"154038","2017","5","55","RO",36,1900,8,1127154,43300.63,2026.66,"31"
"156029","2017","5","55","RR",9,2496,8,299558,45240.67,3710.93,"1"
"167127","2017","5","55","RS",68,1619,31,8392033,40504.04,3251.75,"117"
"165828","2017","5","55","RS",9,1619,31,8392033,40504.04,197.65,"89"
"177892","2017","5","55","SC",36,1314,16,4859324,39505.92,3511.78,"41"
"178690","2017","5","55","SC",54,1314,16,4859324,39505.92,2878.24,"64"
"182300","2017","5","55","SE",68,1292,8,1454165,39767.4,1504.74,"42"
"198474","2017","5","55","SP",10,873,70,31998432,36671.67,4809.26,"153"
"198064","2017","5","55","SP",38,873,70,31998432,36671.67,945,"147"
"188545","2017","5","55","SP",34,873,70,31998432,36671.67,535.27,"14"
"205471","2017","5","55","TO",34,620,8,996887,39131.75,3281.42,"34"
"141","2017","6","55","AC",10,2246,8,506724,44260.6,413.78,"3"
"5442","2017","6","55","AL",34,1485,9,1995727,40572.24,541.01,"29"
"12531","2017","6","55","AM",38,1932,8,2226891,43198.26,6000,"33"
"15022","2017","6","55","AP",65,1791,8,455514,43002.92,189.97,"25"
"25564","2017","6","55","BA",21,1060,39,10185417,38638.99,5045.53,"132"
"25817","2017","6","55","BA",21,1060,39,10185417,38638.99,54.88,"139"
"24750","2017","6","55","BA",25,1060,39,10185417,38638.99,782.75,"112"
"36101","2017","6","55","CE",15,1687,22,6271554,42079.91,193.52,"59"
"34682","2017","6","55","CE",21,1687,22,6271554,42079.91,60.4,"45"
"40268","2017","6","55","DF",36,0,8,1897677,30416.8,7500,"10"
"44965","2017","6","55","ES",10,947,10,2653536,37052.05,4202.77,"44"
"53733","2017","6","55","GO",65,173,17,4331733,35135.2,15121,"55"
"55221","2017","6","55","GO",10,173,17,4331733,35135.2,8800,"86"
"55694","2017","6","55","MA",65,1524,18,4497336,41779.83,751.6,"4"
"60107","2017","6","55","MA",21,1524,18,4497336,41779.83,10000,"75"
"78184","2017","6","55","MG",11,624,53,15248681,35720.85,101.96,"151"
"64431","2017","6","55","MG",10,624,53,15248681,35720.85,8011.59,"12"
"68646","2017","6","55","MG",13,624,53,15248681,35720.85,292.59,"82"
"79707","2017","6","55","MS",20,878,8,1818937,40170.98,7781.33,"5"
"87635","2017","6","55","MT",21,873,8,2189703,39056.17,71.79,"38"
"96511","2017","6","55","PA",21,1592,17,5188450,41855.59,1335.05,"82"
"96236","2017","6","55","PA",36,1592,17,5188450,41855.59,971.38,"75"
"100748","2017","6","55","PB",11,1716,12,2835882,41660.7,650.91,"83"
"97082","2017","6","55","PB",65,1716,12,2835882,41660.7,11616.5,"6"
"113635","2017","6","55","PE",65,1657,25,6356307,41304.94,11649.85,"90"
"109260","2017","6","55","PE",2,1657,25,6356307,41304.94,9705.91,"8"
"116678","2017","6","55","PI",38,1313,10,2345694,40599.91,24438.32,"14"
"120081","2017","6","55","PR",11,1081,30,7865950,38500,6000,"5"
"126650","2017","6","55","PR",10,1081,30,7865950,38500,975,"124"
"127467","2017","6","55","PR",36,1081,30,7865950,38500,8913.25,"145"
"135767","2017","6","55","RJ",21,933,46,12141145,35388.11,2117.88,"67"
"134449","2017","6","55","RJ",5,933,46,12141145,35388.11,8000,"40"
"133607","2017","6","55","RJ",34,933,46,12141145,35388.11,7763.64,"15"
"150228","2017","6","55","RN",9,1775,8,2327451,42360.13,75,"31"
"154502","2017","6","55","RO",34,1900,8,1127154,43300.63,1919.94,"44"
"160346","2017","6","55","RR",9,2496,8,299558,45240.67,2870.42,"50"
"163474","2017","6","55","RS",65,1619,31,8392033,40504.04,9395.78,"39"
"163213","2017","6","55","RS",68,1619,31,8392033,40504.04,1315.81,"35"
"178718","2017","6","55","SC",65,1314,16,4859324,39505.92,20986.55,"61"
"178376","2017","6","55","SC",54,1314,16,4859324,39505.92,341.75,"53"
"180906","2017","6","55","SE",68,1292,8,1454165,39767.4,3566.56,"8"
"188808","2017","6","55","SP",8,873,70,31998432,36671.67,1481.87,"20"
"193900","2017","6","55","SP",1,873,70,31998432,36671.67,10797.92,"59"
"199351","2017","6","55","SP",54,873,70,31998432,36671.67,69559.76,"167"
"205245","2017","6","55","TO",36,620,8,996887,39131.75,7060.05,"35"
"986","2017","7","55","AC",54,2246,8,506724,44260.6,683.99,"7"
"5030","2017","7","55","AL",38,1485,9,1995727,40572.24,3000,"12"
"11751","2017","7","55","AM",21,1932,8,2226891,43198.26,4000,"16"
"16000","2017","7","55","AP",34,1791,8,455514,43002.92,9000,"42"
"24732","2017","7","55","BA",25,1060,39,10185417,38638.99,4388.89,"114"
"20845","2017","7","55","BA",34,1060,39,10185417,38638.99,8100,"35"
"25828","2017","7","55","BA",9,1060,39,10185417,38638.99,1104.98,"138"
"33591","2017","7","55","CE",21,1687,22,6271554,42079.91,4630.95,"21"
"37554","2017","7","55","CE",34,1687,22,6271554,42079.91,3221.93,"95"
"41319","2017","7","55","DF",34,0,8,1897677,30416.8,21000,"26"
"42966","2017","7","55","ES",1,947,10,2653536,37052.05,550,"5"
"53898","2017","7","55","GO",21,173,17,4331733,35135.2,710.69,"53"
"53518","2017","7","55","GO",65,173,17,4331733,35135.2,1343.03,"48"
"55926","2017","7","55","MA",9,1524,18,4497336,41779.83,6996.45,"11"
"58100","2017","7","55","MA",54,1524,18,4497336,41779.83,16362.47,"46"
"66455","2017","7","55","MG",21,624,53,15248681,35720.85,11700,"65"
"69845","2017","7","55","MG",38,624,53,15248681,35720.85,20559.74,"106"
"68230","2017","7","55","MG",9,624,53,15248681,35720.85,1126.15,"73"
"81398","2017","7","55","MS",68,878,8,1818937,40170.98,1622.16,"32"
"84198","2017","7","55","MT",65,873,8,2189703,39056.17,229.39,"2"
"95885","2017","7","55","PA",34,1592,17,5188450,41855.59,1446.66,"73"
"96312","2017","7","55","PA",15,1592,17,5188450,41855.59,34650,"82"
"97791","2017","7","55","PB",21,1716,12,2835882,41660.7,2000,"25"
"97770","2017","7","55","PB",68,1716,12,2835882,41660.7,3864.95,"23"
"113551","2017","7","55","PE",34,1657,25,6356307,41304.94,16440,"100"
"114587","2017","7","55","PE",10,1657,25,6356307,41304.94,56.3,"125"
"116676","2017","7","55","PI",34,1313,10,2345694,40599.91,857.7,"17"
"126571","2017","7","55","PR",9,1081,30,7865950,38500,39.61,"122"
"120402","2017","7","55","PR",10,1081,30,7865950,38500,4978,"9"
"126865","2017","7","55","PR",68,1081,30,7865950,38500,1853.88,"132"
"133941","2017","7","55","RJ",36,933,46,12141145,35388.11,10003.4,"18"
"135837","2017","7","55","RJ",21,933,46,12141145,35388.11,18870.57,"59"
"134780","2017","7","55","RJ",36,933,46,12141145,35388.11,31524.35,"37"
"147537","2017","7","55","RN",21,1775,8,2327451,42360.13,6550,"22"
"153863","2017","7","55","RO",54,1900,8,1127154,43300.63,50000,"34"
"159322","2017","7","55","RR",65,2496,8,299558,45240.67,17445.36,"19"
"164453","2017","7","55","RS",9,1619,31,8392033,40504.04,16070,"61"
"162020","2017","7","55","RS",20,1619,31,8392033,40504.04,486.1,"6"
"177534","2017","7","55","SC",36,1314,16,4859324,39505.92,370.35,"34"
"177183","2017","7","55","SC",38,1314,16,4859324,39505.92,201.76,"28"
"181353","2017","7","55","SE",68,1292,8,1454165,39767.4,5172.42,"11"
"195905","2017","7","55","SP",38,873,70,31998432,36671.67,54805.8,"108"
"194135","2017","7","55","SP",25,873,70,31998432,36671.67,20300,"53"
"188481","2017","7","55","SP",1,873,70,31998432,36671.67,2198.56,"15"
"204351","2017","7","55","TO",21,620,8,996887,39131.75,10342.21,"14"
"854","2017","8","55","AC",54,2246,8,506724,44260.6,1573.87,"8"
"5107","2017","8","55","AL",20,1485,9,1995727,40572.24,12500,"20"
"8925","2017","8","55","AM",34,1932,8,2226891,43198.26,15467,"1"
"15311","2017","8","55","AP",38,1791,8,455514,43002.92,757.41,"29"
"22040","2017","8","55","BA",68,1060,39,10185417,38638.99,13019.97,"41"
"25838","2017","8","55","BA",54,1060,39,10185417,38638.99,3817.05,"132"
"34306","2017","8","55","CE",21,1687,22,6271554,42079.91,604.83,"57"
"36549","2017","8","55","CE",9,1687,22,6271554,42079.91,12000,"92"
"41637","2017","8","55","DF",15,0,8,1897677,30416.8,1234.9,"31"
"43694","2017","8","55","ES",34,947,10,2653536,37052.05,7378.12,"23"
"53787","2017","8","55","GO",36,173,17,4331733,35135.2,4317.55,"52"
"51679","2017","8","55","GO",10,173,17,4331733,35135.2,5216.69,"9"
"58758","2017","8","55","MA",65,1524,18,4497336,41779.83,2649.96,"46"
"60881","2017","8","55","MA",21,1524,18,4497336,41779.83,14229.93,"96"
"68475","2017","8","55","MG",10,624,53,15248681,35720.85,3790,"79"
"79353","2017","8","55","MG",11,624,53,15248681,35720.85,7393.49,"171"
"65798","2017","8","55","MG",38,624,53,15248681,35720.85,3550.45,"58"
"83755","2017","8","55","MS",65,878,8,1818937,40170.98,472.6,"45"
"87658","2017","8","55","MT",38,873,8,2189703,39056.17,374.47,"37"
"95595","2017","8","55","PA",54,1592,17,5188450,41855.59,4415.91,"71"
"95338","2017","8","55","PA",5,1592,17,5188450,41855.59,21102,"62"
"97262","2017","8","55","PB",34,1716,12,2835882,41660.7,500,"6"
"98923","2017","8","55","PB",54,1716,12,2835882,41660.7,3569.02,"51"
"110833","2017","8","55","PE",2,1657,25,6356307,41304.94,167.34,"51"
"115002","2017","8","55","PE",34,1657,25,6356307,41304.94,16440,"137"
"119501","2017","8","55","PI",21,1313,10,2345694,40599.91,10443.5,"58"
"125306","2017","8","55","PR",34,1081,30,7865950,38500,7315.71,"96"
"125789","2017","8","55","PR",21,1081,30,7865950,38500,3494.02,"106"
"128148","2017","8","55","PR",9,1081,30,7865950,38500,1807.5,"167"
"133715","2017","8","55","RJ",38,933,46,12141145,35388.11,9042,"12"
"138151","2017","8","55","RJ",11,933,46,12141145,35388.11,22593.69,"112"
"135426","2017","8","55","RJ",34,933,46,12141145,35388.11,23749.81,"53"
"147164","2017","8","55","RN",38,1775,8,2327451,42360.13,308.9,"20"
"154999","2017","8","55","RO",65,1900,8,1127154,43300.63,87.58,"55"
"160526","2017","8","55","RR",34,2496,8,299558,45240.67,9971.98,"47"
"166600","2017","8","55","RS",34,1619,31,8392033,40504.04,11879.23,"103"
"163295","2017","8","55","RS",65,1619,31,8392033,40504.04,140,"35"
"177118","2017","8","55","SC",68,1314,16,4859324,39505.92,212.96,"23"
"178263","2017","8","55","SC",38,1314,16,4859324,39505.92,4089,"48"
"181733","2017","8","55","SE",65,1292,8,1454165,39767.4,744.04,"24"
"189666","2017","8","55","SP",38,873,70,31998432,36671.67,8814.38,"40"
"199605","2017","8","55","SP",1,873,70,31998432,36671.67,755.56,"178"
"189204","2017","8","55","SP",34,873,70,31998432,36671.67,51569.4,"34"
"205003","2017","8","55","TO",36,620,8,996887,39131.75,7174.7,"26"
"756","2017","9","55","AC",68,2246,8,506724,44260.6,10953.31,"12"
"5342","2017","9","55","AL",54,1485,9,1995727,40572.24,3061.96,"18"
"9454","2017","9","55","AM",20,1932,8,2226891,43198.26,15038.22,"16"
"15579","2017","9","55","AP",38,1791,8,455514,43002.92,490.11,"37"
"26354","2017","9","55","BA",54,1060,39,10185417,38638.99,6011.89,"148"
"23417","2017","9","55","BA",21,1060,39,10185417,38638.99,7877.67,"84"
"33666","2017","9","55","CE",65,1687,22,6271554,42079.91,718.17,"34"
"35720","2017","9","55","CE",15,1687,22,6271554,42079.91,223.42,"62"
"41182","2017","9","55","DF",34,0,8,1897677,30416.8,894.65,"25"
"44958","2017","9","55","ES",20,947,10,2653536,37052.05,731.94,"51"
"51641","2017","9","55","GO",20,173,17,4331733,35135.2,24100,"10"
"52038","2017","9","55","GO",38,173,17,4331733,35135.2,14905.75,"17"
"58989","2017","9","55","MA",10,1524,18,4497336,41779.83,44800,"61"
"58522","2017","9","55","MA",38,1524,18,4497336,41779.83,3900,"49"
"66093","2017","9","55","MG",68,624,53,15248681,35720.85,5854.18,"42"
"64093","2017","9","55","MG",20,624,53,15248681,35720.85,562.17,"7"
"65327","2017","9","55","MG",11,624,53,15248681,35720.85,6814.05,"23"
"83984","2017","9","55","MS",68,878,8,1818937,40170.98,7060.28,"48"
"84874","2017","9","55","MT",21,873,8,2189703,39056.17,3674.99,"11"
"89646","2017","9","55","PA",21,1592,17,5188450,41855.59,15950,"16"
"94958","2017","9","55","PA",68,1592,17,5188450,41855.59,997.76,"49"
"99704","2017","9","55","PB",36,1716,12,2835882,41660.7,9640,"61"
"100487","2017","9","55","PB",65,1716,12,2835882,41660.7,9600,"81"
"111859","2017","9","55","PE",65,1657,25,6356307,41304.94,8944.8,"75"
"112962","2017","9","55","PE",36,1657,25,6356307,41304.94,889.6,"94"
"116065","2017","9","55","PI",9,1313,10,2345694,40599.91,3500,"2"
"128040","2017","9","55","PR",65,1081,30,7865950,38500,22374,"166"
"127084","2017","9","55","PR",21,1081,30,7865950,38500,6300,"152"
"121261","2017","9","55","PR",1,1081,30,7865950,38500,7154.82,"32"
"134388","2017","9","55","RJ",34,933,46,12141145,35388.11,5302.55,"25"
"135288","2017","9","55","RJ",20,933,46,12141145,35388.11,124.22,"45"
"137460","2017","9","55","RJ",10,933,46,12141145,35388.11,19772.45,"96"
"151270","2017","9","55","RN",38,1775,8,2327451,42360.13,7500,"53"
"153617","2017","9","55","RO",25,1900,8,1127154,43300.63,1861.1,"23"
"160601","2017","9","55","RR",34,2496,8,299558,45240.67,48600,"52"
"163388","2017","9","55","RS",36,1619,31,8392033,40504.04,632,"34"
"165651","2017","9","55","RS",21,1619,31,8392033,40504.04,1152.07,"86"
"179234","2017","9","55","SC",36,1314,16,4859324,39505.92,111.82,"71"
"176450","2017","9","55","SC",10,1314,16,4859324,39505.92,4959.79,"12"
"181371","2017","9","55","SE",34,1292,8,1454165,39767.4,11425.07,"17"
"194520","2017","9","55","SP",9,873,70,31998432,36671.67,4962.85,"67"
"195380","2017","9","55","SP",36,873,70,31998432,36671.67,3658,"83"
"193421","2017","9","55","SP",65,873,70,31998432,36671.67,6002.56,"45"
"205296","2017","9","55","TO",11,620,8,996887,39131.75,682.72,"35"
"1065","2017","10","55","AC",10,2246,8,506724,44260.6,4432.67,"17"
"5214","2017","10","55","AL",25,1485,9,1995727,40572.24,468.53,"16"
"11654","2017","10","55","AM",20,1932,8,2226891,43198.26,1877.08,"20"
"15134","2017","10","55","AP",36,1791,8,455514,43002.92,18935.97,"28"
"23729","2017","10","55","BA",9,1060,39,10185417,38638.99,3654.41,"94"
"20125","2017","10","55","BA",65,1060,39,10185417,38638.99,6500,"7"
"35842","2017","10","55","CE",68,1687,22,6271554,42079.91,14898.98,"56"
"36585","2017","10","55","CE",21,1687,22,6271554,42079.91,9847.75,"70"
"41358","2017","10","55","DF",54,0,8,1897677,30416.8,10000,"28"
"45043","2017","10","55","ES",34,947,10,2653536,37052.05,6000,"52"
"53648","2017","10","55","GO",21,173,17,4331733,35135.2,9000,"55"
"55215","2017","10","55","GO",65,173,17,4331733,35135.2,10500,"88"
"57908","2017","10","55","MA",54,1524,18,4497336,41779.83,559.24,"40"
"58992","2017","10","55","MA",65,1524,18,4497336,41779.83,58300,"60"
"64535","2017","10","55","MG",10,624,53,15248681,35720.85,5892.71,"13"
"70118","2017","10","55","MG",21,624,53,15248681,35720.85,17173,"99"
"69326","2017","10","55","MG",68,624,53,15248681,35720.85,21000,"76"
"81345","2017","10","55","MS",68,878,8,1818937,40170.98,52.73,"22"
"87132","2017","10","55","MT",68,873,8,2189703,39056.17,4482.06,"19"
"89044","2017","10","55","PA",65,1592,17,5188450,41855.59,34995.21,"9"
"94123","2017","10","55","PA",21,1592,17,5188450,41855.59,1475.26,"43"
"98628","2017","10","55","PB",11,1716,12,2835882,41660.7,2871.58,"42"
"97387","2017","10","55","PB",34,1716,12,2835882,41660.7,500,"18"
"114608","2017","10","55","PE",38,1657,25,6356307,41304.94,7055.8,"121"
"111295","2017","10","55","PE",2,1657,25,6356307,41304.94,60.4,"49"
"115977","2017","10","55","PI",68,1313,10,2345694,40599.91,58.6,"4"
"127652","2017","10","55","PR",65,1081,30,7865950,38500,22200,"150"
"120349","2017","10","55","PR",8,1081,30,7865950,38500,1391.16,"13"
"124141","2017","10","55","PR",13,1081,30,7865950,38500,3500,"72"
"136261","2017","10","55","RJ",1,933,46,12141145,35388.11,129.9,"73"
"136836","2017","10","55","RJ",9,933,46,12141145,35388.11,5500,"85"
"138075","2017","10","55","RJ",20,933,46,12141145,35388.11,5023.38,"113"
"147620","2017","10","55","RN",38,1775,8,2327451,42360.13,2269.05,"26"
"153231","2017","10","55","RO",21,1900,8,1127154,43300.63,10700,"13"
"156086","2017","10","55","RR",65,2496,8,299558,45240.67,10058.96,"2"
"164458","2017","10","55","RS",34,1619,31,8392033,40504.04,880,"69"
"163692","2017","10","55","RS",NA,1619,31,8392033,40504.04,1026,"48"
"178091","2017","10","55","SC",34,1314,16,4859324,39505.92,39.34,"50"
"176831","2017","10","55","SC",38,1314,16,4859324,39505.92,58,"23"
"180857","2017","10","55","SE",38,1292,8,1454165,39767.4,1800,"4"
"196859","2017","10","55","SP",65,873,70,31998432,36671.67,31909.38,"117"
"196398","2017","10","55","SP",34,873,70,31998432,36671.67,124,"105"
"198610","2017","10","55","SP",38,873,70,31998432,36671.67,470,"153"
"205484","2017","10","55","TO",21,620,8,996887,39131.75,9370,"42"
"3408","2017","11","55","AC",54,2246,8,506724,44260.6,923,"27"
"8428","2017","11","55","AL",25,1485,9,1995727,40572.24,463.9,"46"
"9215","2017","11","55","AM",21,1932,8,2226891,43198.26,3296.76,"6"
"16208","2017","11","55","AP",10,1791,8,455514,43002.92,4407.32,"52"
"25074","2017","11","55","BA",38,1060,39,10185417,38638.99,32765,"115"
"20403","2017","11","55","BA",38,1060,39,10185417,38638.99,16600,"13"
"37759","2017","11","55","CE",9,1687,22,6271554,42079.91,10900,"103"
"36275","2017","11","55","CE",9,1687,22,6271554,42079.91,85.5,"70"
"41014","2017","11","55","DF",34,0,8,1897677,30416.8,10000,"20"
"43837","2017","11","55","ES",65,947,10,2653536,37052.05,66.3,"26"
"51596","2017","11","55","GO",21,173,17,4331733,35135.2,27.58,"7"
"53129","2017","11","55","GO",10,173,17,4331733,35135.2,3941.99,"37"
"58759","2017","11","55","MA",68,1524,18,4497336,41779.83,1489.57,"49"
"59458","2017","11","55","MA",10,1524,18,4497336,41779.83,192,"62"
"79142","2017","11","55","MG",11,624,53,15248681,35720.85,8145.74,"157"
"68436","2017","11","55","MG",38,624,53,15248681,35720.85,30880.39,"63"
"78986","2017","11","55","MG",34,624,53,15248681,35720.85,3453.99,"154"
"81225","2017","11","55","MS",68,878,8,1818937,40170.98,1481,"29"
"87742","2017","11","55","MT",1,873,8,2189703,39056.17,6000,"38"
"95984","2017","11","55","PA",21,1592,17,5188450,41855.59,358.8,"68"
"94966","2017","11","55","PA",9,1592,17,5188450,41855.59,9564.18,"44"
"99858","2017","11","55","PB",68,1716,12,2835882,41660.7,2600,"66"
"100080","2017","11","55","PB",36,1716,12,2835882,41660.7,468.9,"70"
"111186","2017","11","55","PE",65,1657,25,6356307,41304.94,2897.8,"46"
